person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length,loan_status
34,54000,RENT,5,MEDICAL,D,3000,15.37,0.06,Y,6,1
35,33000,RENT,0,HOMEIMPROVEMENT,E,4000,16.32,0.12,N,10,1
22,66000,RENT,6,EDUCATION,C,25000,13.06,0.38,Y,3,1
44,45000,RENT,0,VENTURE,B,15775,10.99,0.35,N,12,1
24,59000,RENT,5,EDUCATION,C,15000,14.79,0.25,Y,3,1
23,30000,RENT,1,EDUCATION,C,16000,13.23,0.53,N,2,1
25,80000,RENT,8,DEBTCONSOLIDATION,D,5000,14.96,0.06,Y,4,1
22,64000,RENT,0,PERSONAL,D,8000,14.84,0.13,N,2,1
23,33098,MORTGAGE,5,DEBTCONSOLIDATION,D,9000,16.29,0.27,Y,3,1
27,47000,MORTGAGE,2,DEBTCONSOLIDATION,D,25000,14.96,0.53,Y,9,1
26,80004,MORTGAGE,7,PERSONAL,C,7500,15.23,0.09,N,4,1
21,30000,RENT,2,MEDICAL,D,5000,14.96,0.17,Y,4,1
22,73000,RENT,0,PERSONAL,D,10000,18.25,0.14,Y,2,1
30,32000,RENT,15,VENTURE,C,11500,15.23,0.36,N,6,1
44,44000,MORTGAGE,2,VENTURE,C,5000,12.23,0.11,Y,12,1
29,136000,MORTGAGE,4,DEBTCONSOLIDATION,D,7775,14.96,0.06,Y,5,1
24,72000,RENT,6,DEBTCONSOLIDATION,D,20000,11.6,0.28,Y,4,1
26,54000,MORTGAGE,10,EDUCATION,A,8500,5.42,0.16,N,3,1
33,30000,RENT,14,EDUCATION,B,7500,11.86,0.25,N,5,1
22,37000,RENT,2,DEBTCONSOLIDATION,E,3000,20.3,0.08,N,2,1
30,108800,MORTGAGE,2,MEDICAL,E,15000,16.35,0.12,N,8,1
26,12000,OWN,0,DEBTCONSOLIDATION,A,2700,11.6,0.23,N,4,1
21,13500,RENT,0,VENTURE,B,3500,9.96,0.26,N,2,1
29,54000,MORTGAGE,7,MEDICAL,F,14800,18.53,0.27,Y,8,1
31,44960,MORTGAGE,0,DEBTCONSOLIDATION,B,5000,10.95,0.11,N,10,1
33,41277,RENT,3,EDUCATION,B,3000,10,0.07,N,8,1
25,24996,RENT,2,EDUCATION,A,9250,8.59,0.37,N,4,1
24,142800,MORTGAGE,8,MEDICAL,D,25000,14.84,0.15,Y,2,1
23,58650,MORTGAGE,7,MEDICAL,A,5000,8.59,0.07,N,3,1
24,89000,MORTGAGE,1,VENTURE,D,25000,15.65,0.28,Y,4,1
27,30996,RENT,1,MEDICAL,D,2600,14.74,0.08,N,5,1
23,66000,RENT,4,DEBTCONSOLIDATION,E,10250,14.38,0.16,N,4,1
23,73000,OTHER,1,PERSONAL,F,25000,17.9,0.34,N,2,1
23,16000,OWN,7,MEDICAL,A,6000,7.9,0.38,N,2,1
22,30000,RENT,1,PERSONAL,B,9375,11.71,0.31,N,2,1
22,33000,RENT,6,PERSONAL,B,10000,12.42,0.3,N,3,1
24,132000,MORTGAGE,8,DEBTCONSOLIDATION,D,1500,17.27,0.01,N,2,1
35,59000,RENT,5,PERSONAL,C,10000,13.49,0.17,Y,10,1
24,43000,MORTGAGE,8,DEBTCONSOLIDATION,D,10000,16.89,0.23,N,4,1
24,32000,RENT,4,HOMEIMPROVEMENT,B,12800,12.42,0.4,N,3,1
25,30000,RENT,4,HOMEIMPROVEMENT,B,3000,12.21,0.1,N,4,1
23,30500,MORTGAGE,6,MEDICAL,D,3000,14.96,0.1,Y,2,1
23,62050,RENT,1,MEDICAL,E,17800,16.35,0.24,Y,3,1
36,31000,RENT,2,PERSONAL,D,8000,14.11,0.26,N,14,1
22,30000,RENT,1,EDUCATION,D,4000,14.96,0.13,Y,2,1
27,66300,MORTGAGE,0,MEDICAL,E,20000,17.56,0.26,N,8,1
24,128000,MORTGAGE,7,DEBTCONSOLIDATION,D,18000,17.27,0.14,Y,2,1
35,57600,MORTGAGE,19,PERSONAL,A,2000,6.76,0.03,N,9,1
41,141000,MORTGAGE,12,DEBTCONSOLIDATION,D,25000,14.96,0.18,N,13,1
26,34200,RENT,2,HOMEIMPROVEMENT,D,6400,17.49,0.19,Y,3,1
26,46000,RENT,3,MEDICAL,D,11000,16.29,0.24,Y,3,1
23,12000,RENT,0,PERSONAL,A,5825,6.62,0.49,N,4,1
39,26000,RENT,11,DEBTCONSOLIDATION,A,11000,8.59,0.42,N,12,1
25,72000,MORTGAGE,9,DEBTCONSOLIDATION,C,10000,14.27,0.14,N,3,1
27,107450,MORTGAGE,11,PERSONAL,G,24000,20.86,0.22,Y,10,1
35,24996,RENT,6,MEDICAL,A,8000,7.51,0.32,N,7,1
31,21900,RENT,5,PERSONAL,D,9500,14.59,0.43,N,8,1
30,34046,RENT,2,MEDICAL,D,12000,14.96,0.35,Y,6,1
23,33600,RENT,2,DEBTCONSOLIDATION,C,10750,11.6,0.32,Y,3,1
27,18200,RENT,8,VENTURE,A,7200,7.49,0.4,N,9,1
29,37200,RENT,3,DEBTCONSOLIDATION,E,3000,19.29,0.08,Y,5,1
33,44784,RENT,2,EDUCATION,D,10000,11.6,0.22,N,6,1
24,30500,RENT,2,EDUCATION,F,6800,21.74,0.22,Y,3,1
24,48000,RENT,4,DEBTCONSOLIDATION,B,15200,11.48,0.32,N,3,1
23,33990,MORTGAGE,2,DEBTCONSOLIDATION,C,1000,10.59,0.03,N,2,1
41,66504,RENT,5,EDUCATION,E,25000,17.56,0.38,Y,15,1
23,46852,RENT,3,HOMEIMPROVEMENT,B,6800,10.65,0.15,N,2,1
26,22000,RENT,10,VENTURE,B,10000,9.63,0.45,N,4,1
28,24000,RENT,8,VENTURE,B,8875,10.65,0.37,N,9,1
32,19000,RENT,1,VENTURE,A,8325,6.62,0.44,N,10,1
41,75000,MORTGAGE,13,DEBTCONSOLIDATION,D,4800,15.58,0.06,Y,15,1
28,30000,RENT,0,VENTURE,A,9600,11.6,0.32,N,7,1
40,73100,RENT,0,MEDICAL,D,20000,14.54,0.23,Y,11,1
23,48996,RENT,2,MEDICAL,D,15000,15.99,0.31,N,4,1
30,52500,RENT,2,HOMEIMPROVEMENT,B,20000,10.37,0.38,N,7,1
23,9600,RENT,0,VENTURE,A,4000,7.14,0.42,N,4,1
25,39000,RENT,6,VENTURE,D,16000,15.65,0.41,Y,3,1
37,30000,RENT,7,PERSONAL,B,10000,9.25,0.33,N,13,1
36,44004,MORTGAGE,1,MEDICAL,B,1800,10,0.04,N,13,1
22,42000,MORTGAGE,5,PERSONAL,A,3200,7.9,0.08,N,3,1
25,25716,RENT,1,MEDICAL,A,9250,6.54,0.36,N,3,1
29,28000,RENT,0,MEDICAL,C,10000,12.84,0.36,Y,7,1
22,64000,RENT,2,DEBTCONSOLIDATION,B,10000,12.69,0.16,N,4,1
24,24000,RENT,5,MEDICAL,B,8975,11.83,0.37,N,2,1
33,42804,RENT,17,EDUCATION,C,4000,12.73,0.09,Y,7,1
23,54504,RENT,1,PERSONAL,E,20000,16.7,0.37,Y,4,1
28,65025,RENT,4,MEDICAL,E,11000,16.35,0.14,Y,8,1
31,150000,RENT,5,EDUCATION,D,35000,18.25,0.23,N,6,1
22,40000,RENT,1,EDUCATION,B,16000,8.88,0.4,N,3,1
36,16107,RENT,1,EDUCATION,B,3500,10.36,0.22,N,14,1
21,42500,RENT,3,EDUCATION,C,25000,12.73,0.59,Y,3,1
21,36000,RENT,3,MEDICAL,C,18500,10.91,0.51,N,2,1
27,12000,RENT,0,VENTURE,C,4000,14.22,0.33,Y,7,1
21,15000,OWN,0,HOMEIMPROVEMENT,C,3175,11.54,0.21,Y,3,1
25,12996,OWN,1,MEDICAL,D,3600,14.59,0.28,N,3,1
31,22800,RENT,3,HOMEIMPROVEMENT,A,2400,8.49,0.11,N,8,1
28,38000,RENT,7,PERSONAL,C,5000,13.49,0.13,N,6,1
25,87999,RENT,5,PERSONAL,C,2400,14.79,0.03,Y,4,1
32,66000,MORTGAGE,5,DEBTCONSOLIDATION,D,2000,15.28,0.03,N,7,1
30,97750,MORTGAGE,3,MEDICAL,D,20000,14.59,0.17,Y,8,1
23,24000,RENT,5,PERSONAL,B,9600,9.99,0.4,N,4,1
22,45000,RENT,1,DEBTCONSOLIDATION,C,20000,13.92,0.44,Y,3,1
25,21600,RENT,0,VENTURE,D,5000,17.58,0.23,Y,3,1
21,36000,MORTGAGE,0,EDUCATION,A,14000,6.54,0.39,N,4,1
26,64000,MORTGAGE,9,DEBTCONSOLIDATION,D,8000,12.17,0.13,N,4,1
30,43580,MORTGAGE,5,PERSONAL,B,6000,12.21,0.14,N,7,1
25,49963,MORTGAGE,9,MEDICAL,B,2100,11.49,0.04,N,3,1
22,74000,RENT,2,PERSONAL,A,10000,7.51,0.14,N,2,1
22,74000,MORTGAGE,1,VENTURE,E,25000,14.38,0.34,Y,3,1
33,30000,RENT,2,MEDICAL,E,6000,19.42,0.2,Y,9,1
28,48000,RENT,5,DEBTCONSOLIDATION,B,15000,11.99,0.31,N,10,1
36,48000,MORTGAGE,3,MEDICAL,C,1500,13.92,0.03,N,11,1
33,58000,MORTGAGE,7,DEBTCONSOLIDATION,B,15000,10.62,0.26,N,5,1
26,60000,RENT,0,PERSONAL,A,24000,7.9,0.4,N,4,1
24,29232,MORTGAGE,1,PERSONAL,B,11000,11.71,0.38,N,4,1
27,48500,RENT,1,VENTURE,B,17500,12.42,0.36,N,9,1
23,34000,MORTGAGE,0,DEBTCONSOLIDATION,D,2525,13.12,0.07,N,3,1
22,69000,RENT,6,DEBTCONSOLIDATION,B,20000,10.99,0.29,N,4,1
23,30900,RENT,1,PERSONAL,A,5775,9.63,0.19,N,4,1
31,54000,MORTGAGE,12,HOMEIMPROVEMENT,A,15000,8.49,0.28,N,5,1
24,92000,RENT,1,HOMEIMPROVEMENT,E,25000,16.77,0.27,Y,4,1
24,33600,RENT,2,PERSONAL,A,9450,7.66,0.28,N,2,1
30,49000,RENT,13,EDUCATION,B,5000,10.74,0.1,N,10,1
24,45000,MORTGAGE,0,EDUCATION,C,10625,14.27,0.24,N,4,1
39,24000,RENT,0,HOMEIMPROVEMENT,D,3000,14.12,0.13,N,11,1
25,45996,RENT,2,DEBTCONSOLIDATION,G,5000,11.6,0.11,Y,4,1
30,39600,RENT,4,DEBTCONSOLIDATION,F,10000,20.89,0.25,Y,10,1
22,56920,MORTGAGE,6,VENTURE,D,10000,14.59,0.18,Y,2,1
22,39000,MORTGAGE,1,VENTURE,F,5000,18.21,0.13,Y,4,1
26,15000,RENT,2,MEDICAL,B,7100,9.99,0.47,N,4,1
40,86000,RENT,0,EDUCATION,D,20000,14.54,0.23,Y,13,1
28,40500,RENT,9,DEBTCONSOLIDATION,A,15000,7.88,0.37,N,5,1
26,48000,RENT,0,PERSONAL,E,6000,16.45,0.13,N,4,1
26,15436,RENT,5,HOMEIMPROVEMENT,A,5500,7.88,0.36,N,3,1
36,33481,RENT,9,MEDICAL,E,13475,15.68,0.4,Y,15,1
25,37818,RENT,5,DEBTCONSOLIDATION,C,15000,13.48,0.4,N,3,1
21,69000,RENT,0,HOMEIMPROVEMENT,D,15000,15.28,0.22,Y,4,1
33,15500,RENT,1,MEDICAL,A,3000,7.51,0.19,N,5,1
27,35000,RENT,0,PERSONAL,C,14000,14.27,0.4,Y,8,1
34,44000,RENT,3,DEBTCONSOLIDATION,D,14000,15.65,0.32,Y,7,1
24,35364,RENT,1,MEDICAL,B,20000,12.53,0.57,N,4,1
23,44004,RENT,0,VENTURE,E,12000,16,0.27,N,2,1
32,12000,RENT,2,EDUCATION,A,6200,6.17,0.52,N,9,1
25,67000,RENT,9,PERSONAL,C,5000,13.92,0.07,Y,4,1
22,44307,RENT,6,HOMEIMPROVEMENT,B,10000,11.36,0.23,N,2,1
23,19200,OWN,5,HOMEIMPROVEMENT,A,6000,6.54,0.31,N,4,1
30,44000,RENT,4,DEBTCONSOLIDATION,A,15000,6.54,0.34,N,5,1
26,28000,RENT,10,PERSONAL,B,14500,12.53,0.52,N,3,1
22,62400,RENT,3,EDUCATION,D,24000,14.84,0.38,N,2,1
25,41000,RENT,5,PERSONAL,B,12000,10,0.29,N,3,1
36,20000,RENT,0,PERSONAL,B,5075,11.48,0.25,N,11,1
22,63000,RENT,6,HOMEIMPROVEMENT,B,4000,11.12,0.06,N,2,1
30,35600,RENT,0,EDUCATION,D,8000,14.59,0.22,N,9,1
25,43000,RENT,9,HOMEIMPROVEMENT,C,22000,13.11,0.51,N,2,1
23,62500,RENT,7,MEDICAL,B,26000,11.71,0.42,N,2,1
36,261800,MORTGAGE,16,MEDICAL,B,24000,10.62,0.08,N,16,1
33,24000,RENT,5,DEBTCONSOLIDATION,D,1000,14.91,0.04,Y,10,1
25,56950,MORTGAGE,9,MEDICAL,C,25000,10.91,0.37,Y,3,1
33,72000,RENT,6,VENTURE,C,1925,14.35,0.03,Y,10,1
24,61499,MORTGAGE,8,DEBTCONSOLIDATION,D,19600,15.65,0.32,N,2,1
25,44000,RENT,2,PERSONAL,D,10000,15.65,0.23,N,2,1
21,42000,MORTGAGE,5,DEBTCONSOLIDATION,B,8325,11.6,0.2,N,2,1
24,10000,RENT,8,PERSONAL,A,3000,7.9,0.3,N,3,1
22,36000,RENT,6,DEBTCONSOLIDATION,B,13000,11.14,0.36,N,4,1
31,30000,MORTGAGE,5,MEDICAL,D,4000,15.62,0.13,Y,7,1
27,44004,RENT,0,PERSONAL,C,5000,13.79,0.11,N,8,1
36,10800,RENT,0,VENTURE,E,3000,16.77,0.28,N,11,1
32,29000,RENT,16,DEBTCONSOLIDATION,D,9450,16.29,0.33,N,8,1
31,41000,RENT,1,EDUCATION,D,5000,16.07,0.12,N,9,1
33,79200,MORTGAGE,3,HOMEIMPROVEMENT,D,25000,15.58,0.32,N,5,1
30,39600,MORTGAGE,11,EDUCATION,A,15000,7.49,0.38,N,5,1
28,25000,RENT,0,HOMEIMPROVEMENT,F,5175,18.43,0.21,Y,6,1
29,37000,RENT,4,HOMEIMPROVEMENT,A,12000,9.63,0.32,N,7,1
31,66000,RENT,3,PERSONAL,B,21000,10.37,0.32,N,10,1
24,123000,RENT,8,PERSONAL,D,15000,15.37,0.12,N,4,1
23,44000,RENT,6,HOMEIMPROVEMENT,D,5000,16.77,0.11,N,2,1
25,78000,MORTGAGE,9,DEBTCONSOLIDATION,D,8000,16,0.1,N,2,1
32,130000,MORTGAGE,3,DEBTCONSOLIDATION,B,5000,11.6,0.04,N,9,1
31,35000,RENT,6,MEDICAL,C,11700,13.06,0.33,N,9,1
28,51200,RENT,12,DEBTCONSOLIDATION,B,12000,11.6,0.23,N,7,1
22,30000,RENT,6,MEDICAL,B,7000,9.62,0.23,N,4,1
21,15000,OWN,0,HOMEIMPROVEMENT,A,6200,7.9,0.41,N,2,1
33,24000,RENT,5,MEDICAL,D,1000,14.91,0.04,Y,5,1
23,30000,RENT,4,DEBTCONSOLIDATION,D,6000,16.32,0.2,Y,3,1
21,15192,RENT,4,PERSONAL,C,5500,13.11,0.36,Y,3,1
35,28080,RENT,3,DEBTCONSOLIDATION,C,9600,13.57,0.34,N,6,1
30,78111,MORTGAGE,5,PERSONAL,A,25000,7.51,0.32,N,7,1
24,59000,MORTGAGE,3,DEBTCONSOLIDATION,C,6800,12.53,0.12,Y,4,1
26,52703,MORTGAGE,5,MEDICAL,B,4000,11.89,0.06,N,4,1
34,60500,RENT,3,DEBTCONSOLIDATION,D,11200,15.62,0.19,Y,10,1
23,39996,RENT,2,EDUCATION,B,18000,9.25,0.45,N,4,1
27,37000,RENT,1,EDUCATION,B,13000,9.91,0.35,N,10,1
45,118000,MORTGAGE,11,EDUCATION,C,9600,13.99,0.08,Y,12,1
24,31000,RENT,8,VENTURE,C,13500,13.43,0.44,Y,4,1
26,51000,RENT,3,HOMEIMPROVEMENT,C,5500,13.49,0.11,Y,2,1
25,78000,RENT,4,DEBTCONSOLIDATION,D,15000,11.6,0.19,Y,4,1
30,28000,RENT,5,DEBTCONSOLIDATION,C,12000,14.22,0.43,N,8,1
22,26004,MORTGAGE,6,PERSONAL,A,12000,7.88,0.46,N,4,1
35,38469,RENT,0,HOMEIMPROVEMENT,C,10000,12.23,0.26,Y,7,1
41,4000,RENT,0,MEDICAL,C,2000,13.22,0.5,Y,15,1
24,91800,MORTGAGE,8,MEDICAL,D,5000,15.99,0.05,N,2,1
26,39000,RENT,11,EDUCATION,C,3000,11.6,0.08,Y,2,1
26,69846,RENT,2,EDUCATION,F,22500,18.99,0.32,N,4,1
28,50000,RENT,4,DEBTCONSOLIDATION,D,15000,14.91,0.3,N,7,1
23,78000,MORTGAGE,4,PERSONAL,B,15250,11.6,0.2,N,2,1
25,39000,MORTGAGE,5,PERSONAL,C,8500,14.65,0.22,N,4,1
31,29000,RENT,4,PERSONAL,B,3700,9.91,0.13,N,7,1
27,51850,RENT,2,MEDICAL,D,3000,14.96,0.05,Y,7,1
24,42000,RENT,8,EDUCATION,C,15000,15.27,0.36,N,3,1
24,39000,RENT,1,DEBTCONSOLIDATION,D,10000,14.11,0.26,N,3,1
25,30000,RENT,2,VENTURE,E,5200,17.19,0.17,Y,2,1
23,60000,RENT,3,PERSONAL,C,25000,12.73,0.42,N,3,1
23,30000,RENT,0,HOMEIMPROVEMENT,C,10000,15.27,0.33,Y,4,1
24,72000,MORTGAGE,8,EDUCATION,C,14000,14.65,0.19,N,4,1
24,85850,MORTGAGE,3,MEDICAL,D,12000,15.99,0.12,Y,4,1
28,33000,RENT,3,DEBTCONSOLIDATION,A,13000,7.9,0.39,N,6,1
35,21340,RENT,0,MEDICAL,B,8000,11.14,0.37,N,6,1
44,39000,RENT,2,MEDICAL,B,12000,11.14,0.31,N,15,1
35,44000,RENT,3,PERSONAL,E,5000,16.95,0.11,Y,9,1
27,39000,MORTGAGE,11,HOMEIMPROVEMENT,E,5000,18.79,0.13,N,6,1
35,84000,MORTGAGE,5,DEBTCONSOLIDATION,C,15200,15.27,0.18,Y,7,1
24,49200,RENT,2,MEDICAL,D,6400,11.6,0.13,N,3,1
22,39000,MORTGAGE,5,HOMEIMPROVEMENT,A,5500,5.99,0.14,N,4,1
31,13000,RENT,0,VENTURE,C,8000,12.84,0.62,N,10,1
23,74800,MORTGAGE,4,MEDICAL,C,8400,14.65,0.1,N,4,1
23,32000,RENT,5,HOMEIMPROVEMENT,B,5000,11.6,0.16,N,4,1
26,74004,RENT,10,DEBTCONSOLIDATION,D,25000,11.6,0.34,Y,4,1
24,50000,RENT,1,MEDICAL,B,18000,12.42,0.36,N,4,1
37,32000,RENT,4,MEDICAL,C,10000,13.79,0.31,N,14,1
25,33772,RENT,3,VENTURE,D,3600,16.02,0.11,Y,3,1
22,54000,RENT,6,DEBTCONSOLIDATION,D,5000,17.27,0.09,Y,2,1
39,78000,RENT,3,HOMEIMPROVEMENT,D,25000,16.02,0.32,N,17,1
22,30996,RENT,6,EDUCATION,A,8000,7.14,0.26,N,4,1
25,25000,RENT,4,DEBTCONSOLIDATION,B,8500,11.26,0.34,N,2,1
22,12000,RENT,0,MEDICAL,A,6700,7.66,0.56,N,4,1
32,48000,RENT,1,HOMEIMPROVEMENT,D,8000,14.42,0.17,Y,8,1
26,59000,MORTGAGE,5,MEDICAL,D,8000,15.99,0.14,Y,2,1
28,33600,RENT,0,MEDICAL,D,13000,14.61,0.39,N,8,1
24,28590,RENT,7,DEBTCONSOLIDATION,D,8000,15.65,0.28,Y,2,1
24,39996,RENT,2,EDUCATION,C,3000,11.6,0.08,Y,3,1
35,122000,MORTGAGE,3,VENTURE,D,25000,15.2,0.2,N,10,1
25,62500,RENT,2,DEBTCONSOLIDATION,D,12000,16.77,0.19,N,4,1
22,39000,MORTGAGE,6,EDUCATION,A,7000,8.94,0.18,N,3,1
31,35000,RENT,4,MEDICAL,C,15000,13.11,0.43,N,9,1
27,56000,RENT,1,DEBTCONSOLIDATION,C,2500,11.72,0.04,N,5,1
28,51500,RENT,2,DEBTCONSOLIDATION,D,20000,15.65,0.39,Y,8,1
24,43590,MORTGAGE,8,MEDICAL,B,8000,11.83,0.18,N,3,1
27,39000,RENT,3,DEBTCONSOLIDATION,C,16000,12.73,0.41,N,8,1
28,30000,RENT,10,MEDICAL,B,6000,10.37,0.2,N,6,1
22,46800,RENT,6,MEDICAL,C,18000,15.23,0.38,Y,2,1
23,46000,RENT,2,VENTURE,D,6800,15.65,0.15,Y,4,1
34,29004,RENT,9,EDUCATION,B,10000,11.83,0.34,N,5,1
22,27600,RENT,2,DEBTCONSOLIDATION,B,16300,11.6,0.59,N,4,1
38,29000,RENT,2,DEBTCONSOLIDATION,D,10000,11.6,0.34,N,16,1
27,39000,MORTGAGE,11,HOMEIMPROVEMENT,E,5000,18.79,0.13,Y,10,1
24,108000,MORTGAGE,1,DEBTCONSOLIDATION,D,25000,13.99,0.23,Y,2,1
23,68000,MORTGAGE,4,MEDICAL,D,8000,15.33,0.1,N,3,1
31,47000,MORTGAGE,10,VENTURE,D,23000,14.84,0.49,N,9,1
25,59600,MORTGAGE,5,EDUCATION,E,6000,16.45,0.1,N,4,1
25,31200,RENT,3,MEDICAL,B,10000,9.91,0.32,N,4,1
38,24996,RENT,2,MEDICAL,B,3000,11.6,0.12,N,13,1
24,71004,MORTGAGE,8,DEBTCONSOLIDATION,D,5000,14.96,0.07,Y,3,1
32,25000,RENT,5,HOMEIMPROVEMENT,C,9800,12.23,0.39,Y,8,1
31,31400,RENT,7,PERSONAL,C,3000,11.6,0.1,N,10,1
23,53950,MORTGAGE,8,EDUCATION,E,15000,16.63,0.28,Y,2,1
26,44000,MORTGAGE,4,PERSONAL,B,11500,9.63,0.26,N,3,1
31,128000,MORTGAGE,15,DEBTCONSOLIDATION,D,35000,15.99,0.27,N,6,1
24,30000,RENT,4,MEDICAL,D,1400,15.62,0.05,Y,4,1
22,62900,RENT,6,MEDICAL,D,20000,14.91,0.27,N,4,1
26,108000,RENT,2,DEBTCONSOLIDATION,D,7500,16.77,0.07,Y,3,1
38,58000,RENT,4,MEDICAL,E,9500,16.35,0.16,Y,16,1
22,41000,RENT,3,DEBTCONSOLIDATION,C,15000,12.73,0.37,N,3,1
23,54000,MORTGAGE,3,VENTURE,D,4000,15.62,0.07,N,3,1
27,31897,RENT,8,MEDICAL,C,14125,12.68,0.44,N,10,1
23,24960,RENT,0,PERSONAL,B,10000,9.64,0.4,N,4,1
24,42996,RENT,2,MEDICAL,A,14000,7.51,0.33,N,2,1
23,30000,RENT,7,EDUCATION,C,10000,13.99,0.33,N,2,1
30,14500,RENT,15,DEBTCONSOLIDATION,A,7000,6.76,0.48,N,5,1
35,72000,MORTGAGE,2,EDUCATION,E,20000,16.7,0.28,Y,9,1
22,17280,RENT,0,VENTURE,D,3500,11.6,0.2,Y,4,1
22,19000,RENT,5,VENTURE,C,3000,13.06,0.16,N,2,1
24,39000,MORTGAGE,8,HOMEIMPROVEMENT,C,5000,11.6,0.13,N,3,1
26,36000,RENT,6,DEBTCONSOLIDATION,A,13000,5.99,0.36,N,4,1
24,44000,RENT,0,PERSONAL,A,2000,8,0.05,N,3,1
35,123000,RENT,2,HOMEIMPROVEMENT,E,25000,17.19,0.2,N,6,1
30,30475,RENT,2,HOMEIMPROVEMENT,B,7000,11.6,0.23,N,5,1
31,73000,MORTGAGE,4,DEBTCONSOLIDATION,F,16000,19.41,0.22,N,7,1
30,138000,MORTGAGE,13,HOMEIMPROVEMENT,B,10000,10.99,0.07,N,10,1
22,47000,RENT,6,DEBTCONSOLIDATION,C,19200,12.29,0.41,Y,4,1
25,41000,RENT,1,PERSONAL,D,4000,14.84,0.1,Y,4,1
24,28800,RENT,2,PERSONAL,B,8875,11.6,0.31,N,2,1
23,42000,RENT,7,DEBTCONSOLIDATION,B,15000,11.83,0.36,N,2,1
25,62900,MORTGAGE,9,MEDICAL,D,8825,15.7,0.12,Y,3,1
24,36000,RENT,1,PERSONAL,B,8000,12.12,0.22,N,4,1
28,74000,RENT,0,DEBTCONSOLIDATION,D,5000,15.21,0.07,N,8,1
28,34000,RENT,3,MEDICAL,B,3000,10.37,0.09,N,10,1
22,114000,RENT,2,VENTURE,D,5000,15.31,0.04,N,3,1
26,14400,RENT,2,DEBTCONSOLIDATION,D,2000,15.58,0.14,N,4,1
39,23000,RENT,5,MEDICAL,A,7200,11.6,0.31,N,17,1
26,39000,MORTGAGE,0,DEBTCONSOLIDATION,D,5600,16.49,0.14,Y,3,1
32,104400,MORTGAGE,17,DEBTCONSOLIDATION,A,24000,8.9,0.23,N,5,1
27,30000,RENT,5,EDUCATION,B,12000,11.36,0.4,N,9,1
27,19200,RENT,2,PERSONAL,B,5000,12.53,0.26,N,7,1
33,24947,RENT,3,HOMEIMPROVEMENT,B,6625,12.69,0.27,N,9,1
22,32400,RENT,7,PERSONAL,C,4800,13.98,0.15,Y,2,1
29,54000,RENT,12,PERSONAL,B,10000,11.71,0.19,N,7,1
42,36000,RENT,8,MEDICAL,C,13000,12.73,0.36,Y,16,1
28,13500,OWN,0,VENTURE,A,6700,9.63,0.5,N,8,1
23,50000,RENT,1,VENTURE,B,25000,11.83,0.5,N,4,1
27,37800,RENT,1,DEBTCONSOLIDATION,B,13000,11.83,0.34,N,5,1
54,129000,MORTGAGE,6,EDUCATION,B,9000,11.49,0.07,N,24,1
24,30000,RENT,0,MEDICAL,D,9600,14.91,0.32,Y,4,1
23,58650,RENT,7,MEDICAL,C,15000,13.43,0.22,Y,4,1
23,88000,MORTGAGE,4,HOMEIMPROVEMENT,C,8400,14.65,0.1,N,4,1
25,58000,RENT,6,VENTURE,C,18000,11.6,0.31,N,4,1
21,34500,RENT,2,HOMEIMPROVEMENT,D,11500,15.31,0.33,N,2,1
32,75000,RENT,6,HOMEIMPROVEMENT,B,15000,8.88,0.2,N,9,1
22,25200,MORTGAGE,7,MEDICAL,C,4000,12.73,0.16,N,2,1
25,32000,RENT,1,MEDICAL,D,6000,12.92,0.19,N,2,1
26,66000,RENT,10,VENTURE,C,6000,13.49,0.09,Y,2,1
27,168000,MORTGAGE,5,DEBTCONSOLIDATION,F,24000,17.26,0.14,N,9,1
21,30000,RENT,1,PERSONAL,D,5600,14.46,0.19,N,2,1
23,54000,RENT,4,EDUCATION,E,10000,17.93,0.19,Y,4,1
38,66000,RENT,1,PERSONAL,D,10000,15.99,0.15,Y,12,1
23,48800,RENT,3,EDUCATION,B,15000,11.36,0.31,N,4,1
24,60000,RENT,0,VENTURE,D,24000,14.96,0.4,N,4,1
24,36000,RENT,8,EDUCATION,D,13000,17.27,0.36,N,4,1
32,25000,RENT,3,HOMEIMPROVEMENT,C,2000,13.16,0.08,Y,8,1
27,50000,MORTGAGE,8,MEDICAL,D,8400,11.6,0.17,N,7,1
27,78000,RENT,6,DEBTCONSOLIDATION,D,17200,17.49,0.22,Y,7,1
32,41000,RENT,2,MEDICAL,D,6400,15.65,0.16,Y,6,1
21,10800,RENT,4,PERSONAL,B,2500,8.88,0.23,N,2,1
24,28800,RENT,0,HOMEIMPROVEMENT,C,2400,14.26,0.08,Y,4,1
27,129996,MORTGAGE,2,VENTURE,D,12800,14.84,0.1,Y,7,1
32,44400,RENT,13,MEDICAL,A,15000,7.88,0.34,N,9,1
24,24000,RENT,0,EDUCATION,A,11500,7.51,0.48,N,3,1
26,51600,RENT,1,HOMEIMPROVEMENT,A,5000,8.94,0.1,N,2,1
26,39600,RENT,3,EDUCATION,A,4000,5.79,0.1,N,4,1
26,29000,RENT,10,DEBTCONSOLIDATION,A,9200,7.49,0.32,N,3,1
23,30000,RENT,1,MEDICAL,A,8400,11.6,0.28,N,2,1
23,35000,RENT,2,HOMEIMPROVEMENT,B,4000,12.18,0.11,N,4,1
